station_number,station_name,line_number,line_name,operator,latitude,longitude,data_date
1705,관악역,I4101,경부선,한국철도공사,37.419578,126.908476,2025-04-08
1706,안양역,I4101,경부선,한국철도공사,37.401929,126.922647,2025-04-08
1707,명학역,I4101,경부선,한국철도공사,37.384435,126.935579,2025-04-08
1708,금정역,I4101,경부선,한국철도공사,37.371957,126.943411,2025-04-08
1708,금정역,I4103,안산과천선,한국철도공사,37.371957,126.943611,2025-04-08
1709,군포역,I4101,경부선,한국철도공사,37.353732,126.948517,2025-04-08
1710,의왕역,I4101,경부선,한국철도공사,37.320648,126.948099,2025-04-08
1711,성균관대역,I4101,경부선,한국철도공사,37.300344,126.970861,2025-04-08
1712,화서역,I4101,경부선,한국철도공사,37.28399,126.989581,2025-04-08
1713,수원역,I4101,경부선,한국철도공사,37.266162,126.999821,2025-04-08
1714,독산역,I4101,경부선,한국철도공사,37.465994,126.889508,2025-04-08
1715,세류역,I4101,경부선,한국철도공사,37.244102,127.013772,2025-04-08
1716,병점역,I4101,경부선,한국철도공사,37.206821,127.033268,2025-04-08
1717,세마역,I4101,경부선,한국철도공사,37.187288,127.043279,2025-04-08
1718,오산대역,I4101,경부선,한국철도공사,37.169401,127.063081,2025-04-08
1719,오산역,I4101,경부선,한국철도공사,37.145472,127.066708,2025-04-08
1720,진위역,I4101,경부선,한국철도공사,37.109771,127.062342,2025-04-08
1721,송탄역,I4101,경부선,한국철도공사,37.075376,127.054397,2025-04-08
1722,서정리역,I4101,경부선,한국철도공사,37.056459,127.052844,2025-04-08
1723,평택지제역,I4101,경부선,한국철도공사,37.018822,127.070269,2025-04-08
1724,평택역,I4101,경부선,한국철도공사,36.990559,127.085496,2025-04-08
1725,성환역,I4101,경부선,한국철도공사,36.915781,127.127007,2025-04-08
1726,직산역,I4101,경부선,한국철도공사,36.870921,127.143774,2025-04-08
1727,두정역,I4101,경부선,한국철도공사,36.833791,127.148905,2025-04-08
1728,천안역,I4401,경부선,한국철도공사,36.810238,127.146417,2025-04-08
1729,당정역,I4101,경부선,한국철도공사,37.34338,126.948388,2025-04-08
1749,서동탄역,I4101,경부선,한국철도공사,37.195675,127.051893,2025-04-08
1750,광명역,I4101,경부선,한국철도공사,37.415995,126.884523,2025-04-08
1751,산본역,I4103,안산과천선,한국철도공사,37.358019,126.932969,2025-04-08
1752,대야미역,I4103,안산과천선,한국철도공사,37.328304,126.917161,2025-04-08
1753,반월역,I4103,안산과천선,한국철도공사,37.312244,126.903684,2025-04-08
1754,상록수역,I4103,안산과천선,한국철도공사,37.302845,126.866533,2025-04-08
1755,한대앞역,I28K1,수인선,한국철도공사,37.309985,126.853506,2025-04-08
1755,한대앞역,I4103,안산과천선,한국철도공사,37.309685,126.853656,2025-04-08
1756,중앙역,I28K1,수인선,한국철도공사,37.316055,126.838532,2025-04-08
1756,중앙역,I4103,안산과천선,한국철도공사,37.316055,126.838532,2025-04-08
1757,고잔역,I28K1,수인선,한국철도공사,37.316821,126.823094,2025-04-08
1757,고잔역,I4103,안산과천선,한국철도공사,37.316821,126.823094,2025-04-08
1758,초지역,I28K1,수인선,한국철도공사,37.320583,126.806151,2025-04-08
1758,초지역,I4103,안산과천선,한국철도공사,37.320583,126.806151,2025-04-08
1759,안산역,I28K1,수인선,한국철도공사,37.327006,126.788748,2025-04-08
1759,안산역,I4103,안산과천선,한국철도공사,37.327006,126.788748,2025-04-08
1760,능길역,I28K1,수인선,한국철도공사,37.337488,126.767306,2025-04-08
1760,능길역,I4103,안산과천선,한국철도공사,37.337488,126.767306,2025-04-08
1761,정왕역,I28K1,수인선,한국철도공사,37.351816,126.742844,2025-04-08
1761,정왕역,I4103,안산과천선,한국철도공사,37.351816,126.742844,2025-04-08
1762,오이도역,I28K1,수인선,한국철도공사,37.361773,126.738437,2025-04-08
1762,오이도역,I4103,안산과천선,한국철도공사,37.361773,126.738437,2025-04-08
1763,수리산역,I4103,안산과천선,한국철도공사,37.350297,126.925537,2025-04-08
1801,개봉역,I1101,경인선,한국철도공사,37.494698,126.858504,2025-04-08
1802,오류동역,I1101,경인선,한국철도공사,37.4944,126.844551,2025-04-08
1803,역곡역,I1101,경인선,한국철도공사,37.48514,126.811622,2025-04-08
1804,부천역,I1101,경인선,한국철도공사,37.484066,126.782779,2025-04-08
1805,송내역,I1101,경인선,한국철도공사,37.487626,126.753045,2025-04-08
1806,부평역,I1101,경인선,한국철도공사,37.489457,126.724584,2025-04-08
1807,백운역,I1101,경인선,한국철도공사,37.483301,126.707179,2025-04-08
1808,동암역,I1101,경인선,한국철도공사,37.470835,126.703016,2025-04-08
1809,주안역,I1101,경인선,한국철도공사,37.465041,126.680702,2025-04-08
1809,주안역,I1101,경인선,한국철도공사,37.465041,126.680702,2025-12-31
1810,제물포역,I1101,경인선,한국철도공사,37.466809,126.657165,2025-04-08
1811,동인천역,I1101,경인선,한국철도공사,37.475414,126.632598,2025-04-08
1812,인천역,I1101,경인선,한국철도공사,37.476364,126.616936,2025-04-08
1813,구일역,I1101,경인선,한국철도공사,37.495973,126.869201,2025-04-08
1815,부개역,I1101,경인선,한국철도공사,37.488479,126.740549,2025-04-08
1816,간석역,I1101,경인선,한국철도공사,37.464689,126.693408,2025-04-08
1817,도원역,I1101,경인선,한국철도공사,37.468604,126.642824,2025-04-08
1821,온수역,I1101,경인선,한국철도공사,37.492267,126.823399,2025-04-08
1822,중동역,I1101,경인선,한국철도공사,37.486664,126.764474,2025-04-08
1823,도화역,I1101,경인선,한국철도공사,37.466154,126.66846,2025-04-08
1846,수원역(분당),I4105,분당선,한국철도공사,37.266162,127.000082,2025-04-08
1847,서울숲역,I4105,분당선,한국철도공사,37.543647,127.044686,2025-04-08
1848,압구정로데오역,I4105,분당선,한국철도공사,37.527385,127.040555,2025-04-08
1849,강남구청역,I4105,분당선,한국철도공사,37.516572,127.041575,2025-04-08
1850,선정릉역,I4105,분당선,한국철도공사,37.510775,127.043717,2025-04-08
1851,가천대역,I4105,분당선,한국철도공사,37.448784,127.126677,2025-04-08
1852,태평역,I4105,분당선,한국철도공사,37.439842,127.127746,2025-04-08
1853,모란역,I4105,분당선,한국철도공사,37.432124,127.129064,2025-04-08
1854,야탑역,I4105,분당선,한국철도공사,37.41132,127.128661,2025-04-08
1855,서현역,I4105,분당선,한국철도공사,37.384931,127.123249,2025-04-08
1856,수내역,I4105,분당선,한국철도공사,37.378435,127.114216,2025-04-08
1857,정자역,I4105,분당선,한국철도공사,37.366037,127.108091,2025-04-08
1858,미금역,I4105,분당선,한국철도공사,37.350078,127.108952,2025-04-08
1859,오리역,I4105,분당선,한국철도공사,37.339832,127.108985,2025-04-08
1860,이매역,I4105,분당선,한국철도공사,37.395846,127.128272,2025-04-08
1861,보정역,I4105,분당선,한국철도공사,37.31274,127.108219,2025-04-08
1862,죽전역,I4105,분당선,한국철도공사,37.324575,127.107385,2025-04-08
1863,구성역,I4105,분당선,한국철도공사,37.299013,127.105664,2025-04-08
1864,신갈역,I4105,분당선,한국철도공사,37.286127,127.111311,2025-04-08
1865,기흥역,I4105,분당선,한국철도공사,37.275657,127.115944,2025-04-08
1866,상갈역,I4105,분당선,한국철도공사,37.261797,127.108718,2025-04-08
1867,청명역,I4105,분당선,한국철도공사,37.259485,127.078945,2025-04-08
1868,영통역,I4105,분당선,한국철도공사,37.251521,127.071341,2025-04-08
1869,망포역,I4105,분당선,한국철도공사,37.245793,127.057367,2025-04-08
1870,매탄권선역,I4105,분당선,한국철도공사,37.252458,127.040824,2025-04-08
1871,수원시청역,I4105,분당선,한국철도공사,37.261941,127.030736,2025-04-08
1872,매교역,I4105,분당선,한국철도공사,37.265502,127.015657,2025-04-08
1873,고색역,I28K1,수인선,한국철도공사,37.249829,126.9805899,2025-04-08
1874,오목천역,I28K1,수인선,한국철도공사,37.243011,126.9636354,2025-04-08
1875,어천역,I28K1,수인선,한국철도공사,37.250076,126.908805,2025-04-08
1876,야목역,I28K1,수인선,한국철도공사,37.261211,126.884029,2025-04-08
1877,사리역,I28K1,수인선,한국철도공사,37.290809,126.857172,2025-04-08
1878,달월역,I28K1,수인선,한국철도공사,37.379993,126.745431,2025-04-08
1879,월곶역,I28K1,수인선,한국철도공사,37.39189,126.742741,2025-04-08
1880,소래포구역,I28K1,수인선,한국철도공사,37.400963,126.733533,2025-04-08
1881,인천논현역,I28K1,수인선,한국철도공사,37.400641,126.722495,2025-04-08
1882,호구포역,I28K1,수인선,한국철도공사,37.401622,126.708682,2025-04-08
1883,남동인더스파크역,I28K1,수인선,한국철도공사,37.407668,126.695613,2025-04-08
1884,원인재역,I28K1,수인선,한국철도공사,37.412921,126.686952,2025-04-08
1885,연수역,I28K1,수인선,한국철도공사,37.417769,126.678991,2025-04-08
1886,송도역,I28K1,수인선,한국철도공사,37.429714,126.654486,2025-04-08
1888,인하대역,I28K1,수인선,한국철도공사,37.448191,126.649832,2025-04-08
1889,숭의역,I28K1,수인선,한국철도공사,37.460891,126.638035,2025-04-08
1890,신포역,I28K1,수인선,한국철도공사,37.468442,126.624509,2025-04-08
1891,인천역,I28K1,수인선,한국철도공사,37.476364,126.6174236,2025-04-08
1901,방학역,I4102,경원선,한국철도공사,37.667471,127.044295,2025-04-08
1902,도봉역,I4102,경원선,한국철도공사,37.679441,127.045521,2025-04-08
1903,도봉산역,I4102,경원선,한국철도공사,37.689603,127.046047,2025-04-08
1904,망월사역,I4102,경원선,한국철도공사,37.710499,127.047361,2025-04-08
1905,회룡역,I4102,경원선,한국철도공사,37.724037,127.047319,2025-04-08
1906,의정부역,I4102,경원선,한국철도공사,37.73873,127.045891,2025-04-08
1907,가능역,I4102,경원선,한국철도공사,37.748362,127.044251,2025-04-08
1908,녹양역,I4102,경원선,한국철도공사,37.759416,127.042272,2025-04-08
1909,양주역,I4102,경원선,한국철도공사,37.774281,127.044719,2025-04-08
1910,덕계역,I4102,경원선,한국철도공사,37.818761,127.056676,2025-04-08
1911,덕정역,I4102,경원선,한국철도공사,37.843216,127.061511,2025-04-08
1912,지행역,I4102,경원선,한국철도공사,37.892361,127.055734,2025-04-08
1913,동두천중앙역,I4102,경원선,한국철도공사,37.901818,127.056528,2025-04-08
1914,보산역,I4102,경원선,한국철도공사,37.914268,127.057134,2025-04-08
1915,동두천역,I4102,경원선,한국철도공사,37.927569,127.054825,2025-04-08
1916,소요산역,I4102,경원선,한국철도공사,37.948608,127.061007,2025-04-08
1917,청산역,I4102,경원선,한국철도공사,37.995138,127.074097,2025-04-08
1918,전곡역,I4102,경원선,한국철도공사,38.024041,127.071913,2025-04-08
1919,연천역,I4102,경원선,한국철도공사,38.100485,127.07368,2025-04-08
1948,원흥역,I4106,일산선,한국철도공사,37.650709,126.873239,2025-04-08
1949,지축역,I4106,일산선,한국철도공사,37.648114,126.913746,2025-12-31
1950,삼송역,I4106,일산선,한국철도공사,37.653096,126.895559,2025-04-08
1951,원당역,I4106,일산선,한국철도공사,37.653103,126.842891,2025-04-08
1952,화정역,I4106,일산선,한국철도공사,37.634708,126.832503,2025-04-08
1953,대곡역,I4108,경의중앙선,한국철도공사,37.631629,126.810225,2025-04-08
1953,대곡역,I41WS,서해선,한국철도공사,37.631629,126.809802,2025-04-08
1953,대곡역,I4106,일산선,한국철도공사,37.631629,126.811025,2025-04-08
1954,백석역,I4106,일산선,한국철도공사,37.642973,126.788109,2025-04-08
1955,마두역,I4106,일산선,한국철도공사,37.652185,126.777641,2025-04-08
1956,정발산역,I4106,일산선,한국철도공사,37.659709,126.773254,2025-04-08
1957,주엽역,I4106,일산선,한국철도공사,37.670138,126.761232,2025-04-08
1958,대화역,I4106,일산선,한국철도공사,37.675883,126.747756,2025-04-08
1980,김포공항역,I41WS,서해선,한국철도공사,37.5621179,126.804056,2025-04-08
1981,원종역,I41WS,서해선,한국철도공사,37.5240628,126.8048386,2025-04-08
1982,부천종합운동장역,I41WS,서해선,한국철도공사,37.505852,126.797498,2025-04-08
4804,소사역,I1101,경인선,한국철도공사,37.482755,126.795654,2025-04-08
4804,소사역,I41WS,서해선,한국철도공사,37.482755,126.7950654,2025-04-08
4805,소새울역,I41WS,서해선,한국철도공사,37.4685046,126.797228,2025-04-08
4806,시흥대야역,I41WS,서해선,한국철도공사,37.4504787,126.793142,2025-04-08
4807,신천역,I41WS,서해선,한국철도공사,37.4391147,126.786835,2025-04-08
4808,신현역,I41WS,서해선,한국철도공사,37.4091399,126.78788,2025-04-08
4809,시흥시청역,I41WS,서해선,한국철도공사,37.3814109,126.805946,2025-04-08
4810,시흥능곡역,I41WS,서해선,한국철도공사,37.3699903,126.808594,2025-04-08
4811,달미역,I41WS,서해선,한국철도공사,37.3490003,126.809318,2025-04-08
4812,선부역,I41WS,서해선,한국철도공사,37.33459,126.81,2025-04-08
4813,초지역,I41WS,서해선,한국철도공사,37.320083,126.808051,2025-04-08
4814,시우역,I41WS,서해선,한국철도공사,37.3130967,126.795503,2025-04-08
4815,원시역,I41WS,서해선,한국철도공사,37.302654,126.7867897,2025-04-08
7001,구미역,I27K7,대경선,한국철도공사,36.128278,128.331071,2025-04-08
7002,사곡역,I27K7,대경선,한국철도공사,36.098508,128.356416,2025-04-08
7003,북삼역,I27K7,대경선,한국철도공사,36.0560326479866,128.345278,2026-02-28
7004,왜관역,I27K7,대경선,한국철도공사,35.991821,128.400391,2025-04-08
7005,서대구역,I27K7,대경선,한국철도공사,35.881734,128.540121,2025-04-08
7006,대구역,I27K7,대경선,한국철도공사,35.876,128.5961,2025-04-08
7007,동대구역,I27K7,대경선,한국철도공사,35.879376,128.628807,2025-04-08
7008,경산역,I27K7,대경선,한국철도공사,35.8192,128.7276,2025-04-08
8001,부전역,I26K6,동해선,한국철도공사,35.164668,129.06011,2025-04-08
8002,거제해맞이역,I26K6,동해선,한국철도공사,35.181197,129.069015,2025-04-08
8003,거제역,I26K6,동해선,한국철도공사,35.18958,129.074385,2025-04-08
8004,교대역,I26K6,동해선,한국철도공사,35.1938,129.07958,2025-04-08
8005,동래역,I26K6,동해선,한국철도공사,35.204714,129.0773502,2025-04-08
8006,안락역,I26K6,동해선,한국철도공사,35.196007,129.101062,2025-04-08
8007,재송역,I26K6,동해선,한국철도공사,35.188,129.120109,2025-04-08
8008,센텀역,I26K6,동해선,한국철도공사,35.1793,129.1245,2025-04-08
8009,벡스코역,I26K6,동해선,한국철도공사,35.1717,129.135958,2025-04-08
8010,신해운대역,I26K6,동해선,한국철도공사,35.181832,129.176696,2025-04-08
8011,송정역,I26K6,동해선,한국철도공사,35.187832,129.202069,2025-04-08
8012,오시리아역,I26K6,동해선,한국철도공사,35.196256,129.208291,2025-04-08
8013,기장역,I26K6,동해선,한국철도공사,35.244627,129.2188951,2025-04-08
8014,일광역,I26K6,동해선,한국철도공사,35.2675565,129.2330307,2025-04-08
8015,부산원동역,I26K6,동해선,한국철도공사,35.1938,129.113709,2025-04-08
8016,좌천역,I26K6,동해선,한국철도공사,35.311838,129.245197,2025-04-08
8017,월내역,I26K6,동해선,한국철도공사,35.328177,129.276626,2025-04-08
8018,서생역,I26K6,동해선,한국철도공사,35.346121,129.29304,2025-04-08
8019,남창역,I26K6,동해선,한국철도공사,35.419713,129.28223,2025-04-08
8020,망양역,I26K6,동해선,한국철도공사,35.456519,129.287856,2025-04-08
8021,덕하역,I26K6,동해선,한국철도공사,35.494007,129.303094,2025-04-08
8022,개운포역,I26K6,동해선,한국철도공사,35.507884,129.321097,2025-04-08
8023,태화강역,I26K6,동해선,한국철도공사,35.538669,129.353269,2025-04-08
